Name,RA,Dec,Alt Name,Type,Magnitude,Info,Catalog
Abell    618,122.25,67.55,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 76,Abell
Abell    619,120.65,-2.2,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    620,121.425,45.68333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 83,Abell
Abell    621,122.825,70.01666667,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 97,Abell
Abell    622,121.85,48.01666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    623,121.4,-0.933333333,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    624,124.45,76.85,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 74,Abell
Abell    625,127.05,82.36666667,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 107,Abell
Abell    626,122.675,49.2,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    627,122.325,34.71666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 54,Abell
Abell    628,122.525,35.21666667,,Galaxy  Cluster,15.9 - 10th bri glxy,Num Galaxies: 43,Abell
Abell    629,123.75,66.41666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 78,Abell
Abell    630,122.775,40.31666667,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 35,Abell
Abell    631,122.8,35.96666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 38,Abell
Abell    632,122.4,4.916666667,,Galaxy  Cluster,17.2 - 10th bri glxy,Num Galaxies: 62,Abell
Abell    633,123.875,63.73333333,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 91,Abell
Abell    634,123.65,58.03333333,,Galaxy  Cluster,14.9 - 10th bri glxy,Num Galaxies: 40,Abell
Abell    635,122.775,16.71666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 35,Abell
Abell    636,125.175,72.73333333,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 43,Abell
Abell    637,123.75,48.36666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 40,Abell
Abell    638,123.275,13.41666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 48,Abell
Abell    639,124.975,67.9,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 135,Abell
Abell    640,124.35,29.7,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    641,123.675,22.61666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 35,Abell
Abell    642,124.775,30.03333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 91,Abell
Abell    643,124.9,52.48333333,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 30,Abell
Abell    644,124.35,-7.583333333,,Galaxy  Cluster,16.2 - 10th bri glxy,Num Galaxies: 42,Abell
Abell    645,125.625,56.56666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    646,125.525,47.1,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 48,Abell
Abell    647,125.1,7.533333333,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 74,Abell
Abell    648,125.55,32.53333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 56,Abell
Abell    649,126.05,48.86666667,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 40,Abell
Abell    650,125.625,18.56666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 31,Abell
Abell    651,125.575,16.1,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 42,Abell
Abell    652,126.425,56.03333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 39,Abell
Abell    653,125.45,1.216666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    654,126.05,38.91666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    655,126.325,47.11666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 142,Abell
Abell    656,126.375,48.26666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 54,Abell
Abell    657,125.825,15.95,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 96,Abell
Abell    658,125.95,15.66666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    659,126.025,19.4,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    660,126.325,36.83333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    661,126.825,53.13333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 74,Abell
Abell    662,126.2,8.483333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 35,Abell
Abell    663,126.625,34.81666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    664,126.2,4.433333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 81,Abell
Abell    665,127.7,65.86666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 321,Abell
Abell    666,126.8,38.31666667,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 43,Abell
Abell    667,127.025,44.71666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 41,Abell
Abell    668,126.925,34.76666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    669,127.55,56.3,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 60,Abell
Abell    670,128.15,66.86666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 106,Abell
Abell    671,127.125,30.41666667,,Galaxy  Cluster,14.9 - 10th bri glxy,Num Galaxies: 38,Abell
Abell    672,127.225,32.46666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 37,Abell
Abell    673,127.075,15.16666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 37,Abell
Abell    674,127.55,18.41666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 30,Abell
Abell    675,127.9,38.4,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 32,Abell
Abell    676,127.9,37.15,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 36,Abell
Abell    677,128.075,35.76666667,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 60,Abell
Abell    678,128.575,50.7,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    679,128.525,35.95,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 40,Abell
Abell    680,128.825,36.85,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 61,Abell
Abell    681,129.05,43.83333333,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 34,Abell
Abell    682,129.5,51.83333333,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 39,Abell
Abell    683,129.15,31.21666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 41,Abell
Abell    684,130.85,72.8,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 112,Abell
Abell    685,129.4,44.23333333,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    686,131.975,77.71666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 97,Abell
Abell    687,129.75,42.13333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    688,129.375,15.85,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    689,129.375,14.98333333,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    690,129.8,28.83333333,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    691,130.275,42.03333333,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 34,Abell
Abell    692,130.225,26.73333333,,Galaxy  Cluster,16.2 - 10th bri glxy,Num Galaxies: 38,Abell
Abell    693,129.925,1.066666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 46,Abell
Abell    694,130.3,32.05,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 37,Abell
Abell    695,130.35,32.28333333,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 63,Abell
Abell    696,130.4,16.16666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 51,Abell
Abell    697,130.725,36.33333333,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    698,130.85,41.53333333,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 73,Abell
Abell    699,131.15,27.78333333,,Galaxy  Cluster,16.5 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    700,131.5,36.95,,Galaxy  Cluster,18.3 - 10th bri glxy,Num Galaxies: 30,Abell
Abell    701,131.9,38.11666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 34,Abell
Abell    702,131.75,24.96666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 59,Abell
Abell    703,131.525,5.116666667,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 68,Abell
Abell    704,134.8,79.3,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 32,Abell
Abell    705,131.9,29.98333333,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 33,Abell
Abell    706,132.075,28.71666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 69,Abell
Abell    707,135.225,79.88333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 42,Abell
Abell    708,132.25,37.51666667,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 54,Abell
Abell    709,132.55,12.73333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    710,133.05,36.55,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 41,Abell
Abell    711,132.6,0.3,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    712,133.025,25.61666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    713,133.15,18.2,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 47,Abell
Abell    714,133.7,41.9,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 67,Abell
Abell    715,133.675,35.38333333,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 69,Abell
Abell    716,134,48.45,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 46,Abell
Abell    717,138.125,82.85,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 41,Abell
Abell    718,136.7,79.21666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 43,Abell
Abell    719,136.425,78,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 87,Abell
Abell    720,133.775,15.61666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 60,Abell
Abell    721,134.875,61.28333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 36,Abell
Abell    722,134.325,30.75,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 36,Abell
Abell    723,137.95,81.45,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    724,134.575,38.56666667,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 61,Abell
Abell    725,135.3,62.6,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 36,Abell
Abell    726,134.575,31.11666667,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 35,Abell
Abell    727,134.775,39.41666667,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 65,Abell
Abell    728,134.4,9.966666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    729,135.275,58.25,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    730,135.1,51.33333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 78,Abell
Abell    731,134.35,-3.666666667,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 35,Abell
Abell    732,134.475,3.166666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 65,Abell
Abell    733,135.325,55.61666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 64,Abell
Abell    734,135.15,16.26666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 71,Abell
Abell    735,136.1,61.75,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    736,135.8,52.2,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 95,Abell
Abell    737,138.375,79.9,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 38,Abell
Abell    738,138.1,78.01666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 86,Abell
Abell    739,136.125,47.23333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 66,Abell
Abell    740,136.4,42.3,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 49,Abell
Abell    741,136.625,37.28333333,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    742,137.55,60.28333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 58,Abell
Abell    743,136.675,10.26666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    744,136.825,16.65,,Galaxy  Cluster,16.6 - 10th bri glxy,Num Galaxies: 42,Abell
Abell    745,136.7,4.766666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 35,Abell
Abell    746,137.4,51.53333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 77,Abell
Abell    747,137.725,61.11666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    748,139.1,75.76666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 84,Abell
Abell    749,137.175,6.966666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    750,137.275,11.01666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 142,Abell
Abell    751,142.05,83.41666667,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 42,Abell
Abell    752,137.6,35.43333333,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    753,137.15,-6.883333333,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 37,Abell
Abell    754,137.2,-9.633333333,,Galaxy  Cluster,15.2 - 10th bri glxy,Num Galaxies: 92,Abell
Abell    755,138.125,48.95,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 39,Abell
Abell    756,138.1,48.46666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    757,138.2,47.7,,Galaxy  Cluster,15.6 - 10th bri glxy,Num Galaxies: 32,Abell
Abell    758,138.15,42.53333333,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    759,138.2,41.88333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 31,Abell
Abell    760,137.65,-5.466666667,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 63,Abell
Abell    761,137.675,-10.58333333,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    762,139.775,74.28333333,,Galaxy  Cluster,16.2 - 10th bri glxy,Num Galaxies: 32,Abell
Abell    763,138.125,15.98333333,,Galaxy  Cluster,16.5 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    764,139.3,63.81666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 82,Abell
Abell    765,140.175,73.81666667,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 96,Abell
Abell    766,138.275,-4.716666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 48,Abell
Abell    767,142.55,82.4,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 79,Abell
Abell    768,141.45,79.38333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 59,Abell
Abell    769,138.575,3.3,,Galaxy  Cluster,16.5 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    770,139.525,60.41666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 38,Abell
Abell    771,139.65,61.16666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 65,Abell
Abell    772,139.125,36.61666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    773,139.5,51.7,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 108,Abell
Abell    774,138.9,5.516666667,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 48,Abell
Abell    775,139.075,5.866666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 61,Abell
Abell    776,139.075,-0.383333333,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 51,Abell
Abell    777,142.075,78.21666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 210,Abell
Abell    778,139.5,-8.3,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 54,Abell
Abell    779,139.95,33.76666667,,Galaxy  Cluster,13.8 - 10th bri glxy,Num Galaxies: 32,Abell
Abell    780,139.625,-12.25,,Galaxy  Cluster,16.6 - 10th bri glxy,Num Galaxies: 39,Abell
Abell    781,140.1,30.43333333,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 97,Abell
Abell    782,140.5,51.96666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 107,Abell
Abell    783,140.8,61.23333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 56,Abell
Abell    784,140.625,54.96666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 64,Abell
Abell    785,141.05,59.46666667,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 39,Abell
Abell    786,142.2,74.78333333,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 45,Abell
Abell    787,142.15,74.38333333,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 106,Abell
Abell    788,142.025,72.28333333,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 63,Abell
Abell    789,141.325,61.01666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 47,Abell
Abell    790,140.275,-13.61666667,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 75,Abell
Abell    791,140.575,12.41666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 60,Abell
Abell    792,141.25,42.8,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 51,Abell
Abell    793,141.4,50.3,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 64,Abell
Abell    794,140.95,8.65,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    795,141,14.16666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 151,Abell
Abell    796,142,60.38333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 56,Abell
Abell    797,141.65,17.65,,Galaxy  Cluster,16.5 - 10th bri glxy,Num Galaxies: 51,Abell
Abell    798,144.9,80.95,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 54,Abell
Abell    799,142.575,58.73333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 38,Abell
Abell    800,142.125,37.78333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 99,Abell
Abell    801,142,20.55,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 81,Abell
Abell    802,143.35,67.03333333,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 59,Abell
Abell    803,142.3,12.11666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 49,Abell
Abell    804,143.2,62.55,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 64,Abell
Abell    805,142.25,4.1,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 37,Abell
Abell    806,143.05,56.01666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 42,Abell
Abell    807,142.25,-6.433333333,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 54,Abell
Abell    808,142.55,7.683333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 38,Abell
Abell    809,144.75,77.28333333,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 31,Abell
Abell    810,142.675,-2.15,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 37,Abell
Abell    811,144.975,77.51666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 71,Abell
Abell    812,143.15,37.88333333,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 39,Abell
Abell    813,142.625,-14.55,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 61,Abell
Abell    814,144.8,75.91666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 92,Abell
Abell    815,143.075,29.05,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 62,Abell
Abell    816,142.75,-13.38333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 68,Abell
Abell    817,143.05,17.35,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    818,144.725,73.96666667,,Galaxy  Cluster,16.5 - 10th bri glxy,Num Galaxies: 47,Abell
Abell    819,143.075,9.65,,Galaxy  Cluster,16.5 - 10th bri glxy,Num Galaxies: 36,Abell
Abell    820,143.45,-2.916666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 65,Abell
Abell    821,143.5,-4.683333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 48,Abell
Abell    822,143.425,-13.41666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    823,143.3,-25.85,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    824,143.825,23.9,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 42,Abell
Abell    825,144.7,65.41666667,,Galaxy  Cluster,18.2 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    826,144.325,53.5,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 32,Abell
Abell    827,143.65,-2.95,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    828,143.9,12.18333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 41,Abell
Abell    829,144.725,62.13333333,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    830,143.875,7.5,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    831,143.8,-3.033333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    832,144,15.85,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 49,Abell
Abell    833,144.05,10.85,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 43,Abell
Abell    834,145.175,66.66666667,,Galaxy  Cluster,16.3 - 10th bri glxy,Num Galaxies: 30,Abell
Abell    835,144.35,12.85,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 51,Abell
Abell    836,146.625,78.43333333,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    837,144.375,8.516666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    838,144.275,-5,,Galaxy  Cluster,15.3 - 10th bri glxy,Num Galaxies: 40,Abell
Abell    839,147.15,79.88333333,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 33,Abell
Abell    840,146.9,78.7,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 38,Abell
Abell    841,144.65,-4.183333333,,Galaxy  Cluster,16.5 - 10th bri glxy,Num Galaxies: 47,Abell
Abell    842,144.55,-20.91666667,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 30,Abell
Abell    843,145.475,56.56666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 59,Abell
Abell    844,145.025,-0.933333333,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    845,146.025,64.4,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 92,Abell
Abell    846,145.275,22.48333333,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    847,145.1,2.45,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 103,Abell
Abell    848,146.9,74.86666667,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    849,145.35,21.35,,Galaxy  Cluster,17.2 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    850,145.275,12.56666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 80,Abell
Abell    851,145.7,47,,Galaxy  Cluster,18.4 - 10th bri glxy,Num Galaxies: 71,Abell
Abell    852,145.5,29.41666667,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    853,145.55,15.38333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 42,Abell
Abell    854,145.525,8.933333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 59,Abell
Abell    855,145.375,-9.266666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    856,146.35,56.55,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 42,Abell
Abell    857,145.525,-22.6,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 107,Abell
Abell    858,145.85,5.883333333,,Galaxy  Cluster,16.6 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    859,145.925,8.85,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 51,Abell
Abell    860,145.9,2.1,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 59,Abell
Abell    861,145.9,0.05,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 43,Abell
